timestamp,command,parameter,verdict,overall_verdict,measured_change,expected_change,residual,source,cde_invoked,detail
2026-03-30T09:58:25,SSPA_R_RLY-1_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_RLY-1_DESEL
2026-03-30T09:58:25,SSPA_R_RLY-2_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_RLY-2_DESEL
2026-03-30T09:58:25,SSPA_R_RLY-3_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_RLY-3_DESEL
2026-03-30T09:58:27,SSPA_M_RLY-4_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_RLY-4_DESEL
2026-03-30T09:58:27,SSPA_M_RLY-2_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_RLY-2_DESEL
2026-03-30T09:58:27,SSPA_M_RLY-3_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_RLY-3_DESEL
2026-03-30T09:59:44,XSW-2_POS-2_SEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for XSW-2_POS-2_SEL
2026-03-30T10:00:08,SSPA_R_RLY-1_SEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_RLY-1_SEL
2026-03-30T10:00:08,SSPA_R_RLY-2_SEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_RLY-2_SEL
2026-03-30T10:00:10,SSPA_R_RLY-3_SEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_RLY-3_SEL
2026-03-30T10:00:10,SSPA_R_RLY-4_SEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_RLY-4_SEL
2026-03-30T10:00:56,SSPA_R_DC-DC-1_ON,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_DC-DC-1_ON
2026-03-30T10:00:56,SSPA_R_DC-DC-2_ON,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_DC-DC-2_ON
2026-03-30T10:00:57,SSPA_R_DC-DC-3_ON,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_DC-DC-3_ON
2026-03-30T10:00:57,SSPA_R_DC-DC-4_ON,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_DC-DC-4_ON
2026-03-30T10:01:29,XBS-1_M_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for XBS-1_M_DESEL
2026-03-30T10:01:59,XBS-1_R_SEL_M_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for XBS-1_R_SEL_M_DESEL
2026-03-30T10:02:37,XBS-1_R_ON,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for XBS-1_R_ON
2026-03-30T11:11:30,XBS-1_R_OFF,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for XBS-1_R_OFF
2026-03-30T11:11:30,XBS-1_M_OFF,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for XBS-1_M_OFF
2026-03-30T11:12:26,XBS-1_M_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for XBS-1_M_DESEL
2026-03-30T11:12:26,XBS-1_R_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for XBS-1_R_DESEL
2026-03-30T11:13:06,SSPA_M_DC-DC-2_OFF,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_DC-DC-2_OFF
2026-03-30T11:13:06,SSPA_M_DC-DC-1_OFF,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_DC-DC-1_OFF
2026-03-30T11:13:06,SSPA_R_DC-DC-4_OFF,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_DC-DC-4_OFF
2026-03-30T11:13:06,SSPA_R_DC-DC-1_OFF,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_DC-DC-1_OFF
2026-03-30T11:13:06,SSPA_R_DC-DC-2_OFF,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_DC-DC-2_OFF
2026-03-30T11:13:06,SSPA_R_DC-DC-3_OFF,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_DC-DC-3_OFF
2026-03-30T11:13:08,SSPA_M_DC-DC-4_OFF,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_DC-DC-4_OFF
2026-03-30T11:13:08,SSPA_M_DC-DC-3_OFF,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_DC-DC-3_OFF
2026-03-30T11:14:02,SSPA_R_RLY-3_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_RLY-3_DESEL
2026-03-30T11:14:02,SSPA_R_RLY-4_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_RLY-4_DESEL
2026-03-30T11:14:02,SSPA_R_RLY-1_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_RLY-1_DESEL
2026-03-30T11:14:02,SSPA_R_RLY-2_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_RLY-2_DESEL
2026-03-30T11:14:03,SSPA_M_RLY-2_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_RLY-2_DESEL
2026-03-30T11:14:03,SSPA_M_RLY-1_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_RLY-1_DESEL
2026-03-30T11:14:04,SSPA_M_RLY-3_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_RLY-3_DESEL
2026-03-30T11:14:04,SSPA_M_RLY-4_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_RLY-4_DESEL
2026-04-01T03:22:33,SSPA_M_RLY-3_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_RLY-3_DESEL
2026-04-01T05:26:06,XSW-2_POS-1_SEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for XSW-2_POS-1_SEL
2026-04-01T05:26:29,SSPA_M_RLY-3_SEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_RLY-3_SEL
2026-04-01T05:26:29,SSPA_M_RLY-2_SEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_RLY-2_SEL
2026-04-01T05:26:29,SSPA_M_RLY-1_SEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_RLY-1_SEL
2026-04-01T05:26:30,SSPA_M_RLY-4_SEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_RLY-4_SEL
2026-04-01T05:27:02,SSPA_M_DC-DC-1_ON,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_DC-DC-1_ON
2026-04-01T05:27:02,SSPA_M_DC-DC-2_ON,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_DC-DC-2_ON
2026-04-01T05:27:02,SSPA_M_DC-DC-3_ON,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_DC-DC-3_ON
2026-04-01T05:27:02,SSPA_M_DC-DC-4_ON,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_DC-DC-4_ON
2026-04-01T05:28:19,XBS-1_R_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for XBS-1_R_DESEL
2026-04-01T05:28:43,XBS-1_M_SEL_R_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for XBS-1_M_SEL_R_DESEL
2026-04-01T05:30:09,XBS-1_M_ON,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for XBS-1_M_ON
2026-04-01T09:32:50,XBS-1_R_OFF,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for XBS-1_R_OFF
2026-04-01T09:32:50,XBS-1_M_OFF,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for XBS-1_M_OFF
2026-04-01T09:34:08,XBS-1_M_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for XBS-1_M_DESEL
2026-04-01T09:34:08,XBS-1_R_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for XBS-1_R_DESEL
2026-04-01T09:35:23,SSPA_R_DC-DC-1_OFF,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_DC-DC-1_OFF
2026-04-01T09:35:25,SSPA_M_DC-DC-3_OFF,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_DC-DC-3_OFF
2026-04-01T09:35:25,SSPA_M_DC-DC-4_OFF,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_DC-DC-4_OFF
2026-04-01T09:35:25,SSPA_M_DC-DC-2_OFF,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_DC-DC-2_OFF
2026-04-01T09:35:25,SSPA_R_DC-DC-2_OFF,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_DC-DC-2_OFF
2026-04-01T09:35:25,SSPA_R_DC-DC-4_OFF,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_DC-DC-4_OFF
2026-04-01T09:35:25,SSPA_M_DC-DC-1_OFF,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_DC-DC-1_OFF
2026-04-01T09:35:25,SSPA_R_DC-DC-3_OFF,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_DC-DC-3_OFF
2026-04-01T09:36:11,SSPA_M_RLY-1_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_RLY-1_DESEL
2026-04-01T09:36:11,SSPA_R_RLY-4_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_RLY-4_DESEL
2026-04-01T09:36:11,SSPA_R_RLY-1_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_RLY-1_DESEL
2026-04-01T09:36:11,SSPA_R_RLY-2_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_RLY-2_DESEL
2026-04-01T09:36:11,SSPA_R_RLY-3_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_RLY-3_DESEL
2026-04-01T09:36:13,SSPA_M_RLY-3_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_RLY-3_DESEL
2026-04-01T09:36:13,SSPA_M_RLY-4_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_RLY-4_DESEL
2026-04-01T09:36:13,SSPA_M_RLY-2_DESEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_M_RLY-2_DESEL
2026-04-02T04:33:00,XSW-2_POS-2_SEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for XSW-2_POS-2_SEL
2026-04-02T04:33:29,SSPA_R_RLY-1_SEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_RLY-1_SEL
2026-04-02T04:33:29,SSPA_R_RLY-2_SEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_RLY-2_SEL
2026-04-02T04:33:29,SSPA_R_RLY-3_SEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_RLY-3_SEL
2026-04-02T04:33:29,SSPA_R_RLY-4_SEL,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_RLY-4_SEL
2026-04-02T04:34:55,SSPA_R_DC-DC-3_ON,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_DC-DC-3_ON
2026-04-02T04:34:55,SSPA_R_DC-DC-4_ON,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_DC-DC-4_ON
2026-04-02T04:34:55,SSPA_R_DC-DC-2_ON,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_DC-DC-2_ON
2026-04-02T04:34:55,SSPA_R_DC-DC-1_ON,*,NO_RULE,EXPECTED,0,0,0.0,RULE,True,No rules for SSPA_R_DC-DC-1_ON
